Time,Latency
75720192.0,4120.833333333334
1118720000.0,4120.833333333334
2159719936.0,4120.833333333334
3200720128.0,3987.745098039217
4240720128.0,3987.745098039217
5282720000.0,3987.745098039217
6320719872.0,3987.745098039217
7362720000.0,3987.745098039217
8402720000.0,3987.745098039217
9443720192.0,3987.745098039217
10482720000.0,3987.745098039217
11523719936.0,3987.745098039217
12564719872.0,3987.745098039217
13605720064.0,4186.131386861314
14646720000.0,4186.131386861314
15694720000.0,4186.131386861314
16735719936.0,4186.131386861314
17775720192.0,4186.131386861314
18822720000.0,4186.131386861314
19867719936.0,4186.131386861314
20908720128.0,4186.131386861314
21948719872.0,4186.131386861314
22990720000.0,3838.709677419355
24031719936.0,3838.709677419355
25071719936.0,3838.709677419355
26112720128.0,3838.709677419355
27153719808.0,3838.709677419355
28197720064.0,3838.709677419355
29237720064.0,3838.709677419355
30278720000.0,3838.709677419355
31319719936.0,3838.709677419355
32360719872.0,3838.709677419355
33402720000.0,8532.894736842105
34445720064.0,8532.894736842105
35485719808.0,8532.894736842105
36525720064.0,8532.894736842105
37565720064.0,8532.894736842105
38606720000.0,8532.894736842105
39646720000.0,8532.894736842105
40686720000.0,8532.894736842105
41770720000.0,8532.894736842105
42811719936.0,8532.894736842105
43851720192.0,9500.0
44892719872.0,9500.0
45932719872.0,9500.0
46971719936.0,9500.0
48011719936.0,9500.0
49051719936.0,9500.0
50092720128.0,9500.0
51133719808.0,9500.0
52173719808.0,9500.0
53213720064.0,8528.301886792451
54254720000.0,8528.301886792451
55294720000.0,8528.301886792451
56335719936.0,8528.301886792451
57376719872.0,8528.301886792451
58417720064.0,8528.301886792451
59459719936.0,8528.301886792451
60499720192.0,8528.301886792451
61540719872.0,8528.301886792451
62580719872.0,8528.301886792451
63622720000.0,4105.932203389832
64662720000.0,4105.932203389832
65703720192.0,4105.932203389832
66744719872.0,4105.932203389832
67785720064.0,4105.932203389832
68825720064.0,4105.932203389832
69868720128.0,4105.932203389832
70908720128.0,4105.932203389832
71949719808.0,4105.932203389832
72988719872.0,4105.932203389832
74028719872.0,4105.691056910569
75067719936.0,4105.691056910569
76107719936.0,4105.691056910569
77149720064.0,4105.691056910569
