Time,Latency
82633472.0,4464.673913043478
1124633600.0,4464.673913043478
2164633600.0,4464.673913043478
3205633536.0,4318.518518518518
4256633600.0,4318.518518518518
5297633536.0,4318.518518518518
6337633280.0,4318.518518518518
7379633408.0,4318.518518518518
8419633408.0,4318.518518518518
9461633536.0,4318.518518518518
10501633536.0,4318.518518518518
11542633472.0,4318.518518518518
12582633472.0,4421.348314606742
13623633408.0,4421.348314606742
14663633408.0,4421.348314606742
15704633600.0,4421.348314606742
16745633280.0,4421.348314606742
17785633536.0,4421.348314606742
18826633472.0,4421.348314606742
19866633472.0,4421.348314606742
20908633600.0,4421.348314606742
21948633344.0,4421.348314606742
22990633472.0,4412.356321839081
24032633600.0,4412.356321839081
25072633600.0,4412.356321839081
26114633472.0,4412.356321839081
27155633408.0,4412.356321839081
28195633408.0,4412.356321839081
29237633536.0,4412.356321839081
30278633472.0,4412.356321839081
31321633280.0,4412.356321839081
32363633408.0,9201.030927835052
33405633536.0,9201.030927835052
34447633408.0,9201.030927835052
35489633536.0,9201.030927835052
36535633664.0,9201.030927835052
37579633408.0,9201.030927835052
38620633344.0,9201.030927835052
39661633536.0,9201.030927835052
40702633472.0,9201.030927835052
41743633408.0,9201.030927835052
42783633408.0,9500.0
43824633344.0,9500.0
44865633536.0,9500.0
45907633664.0,9500.0
46948633344.0,9500.0
47988633344.0,9500.0
49028633344.0,9500.0
50069633536.0,9500.0
51111633664.0,9500.0
52152633344.0,7972.826086956522
53199633408.0,7972.826086956522
54239633664.0,7972.826086956522
55282633472.0,7972.826086956522
56325633536.0,7972.826086956522
57367633408.0,7972.826086956522
58407633664.0,7972.826086956522
59447633408.0,7972.826086956522
60487633408.0,7972.826086956522
61531633408.0,7972.826086956522
62574633472.0,4294.4078947368425
63614633472.0,4294.4078947368425
64655633408.0,4294.4078947368425
65696633344.0,4294.4078947368425
66737633536.0,4294.4078947368425
67778633472.0,4294.4078947368425
68819633408.0,4294.4078947368425
69860633344.0,4294.4078947368425
70900633344.0,4294.4078947368425
71941633536.0,4294.4078947368425
72981633536.0,4262.867647058823
74061633280.0,4262.867647058823
75102633472.0,4262.867647058823
76142633472.0,4262.867647058823
77183633664.0,4262.867647058823
