Time,Latency
90403840.0,47.0
1172403968.0,1459.3750000000002
2213403648.0,1459.3750000000002
3273403904.0,1459.3750000000002
4316403968.0,1459.3750000000002
5358403840.0,1459.3750000000002
6399403776.0,1459.3750000000002
7441403904.0,1459.3750000000002
8482403840.0,1459.3750000000002
9528403712.0,1459.3750000000002
10568403712.0,4235.2941176470595
11609403904.0,4235.2941176470595
12651403776.0,4235.2941176470595
13693403904.0,4235.2941176470595
14734403840.0,4235.2941176470595
15774403840.0,4235.2941176470595
16817403904.0,4235.2941176470595
17857403904.0,4235.2941176470595
18900403712.0,4235.2941176470595
19941403904.0,4235.2941176470595
20983403776.0,4235.2941176470595
22022403840.0,4314.935064935065
23069403904.0,4314.935064935065
24111403776.0,4314.935064935065
25153403904.0,4314.935064935065
26196403712.0,4314.935064935065
27236403712.0,4314.935064935065
28282403840.0,4314.935064935065
29324403712.0,4314.935064935065
30366403840.0,4314.935064935065
31407403776.0,4292.452830188679
32448403968.0,4292.452830188679
33488403968.0,4292.452830188679
34530403840.0,4292.452830188679
35570403840.0,4292.452830188679
36610403840.0,4292.452830188679
37651403776.0,4292.452830188679
38695403776.0,4292.452830188679
39736403712.0,4292.452830188679
40779403776.0,9500.0
41817403904.0,9500.0
42858403840.0,9500.0
43898403840.0,9500.0
44939403776.0,9500.0
45981403904.0,9500.0
47021403904.0,9500.0
48064403712.0,9500.0
49106403840.0,9500.0
50146403840.0,9500.0
51186403840.0,8680.952380952382
52227404032.0,8680.952380952382
53299403776.0,8680.952380952382
54344403712.0,8680.952380952382
55385403904.0,8680.952380952382
56426403840.0,8680.952380952382
57471403776.0,8680.952380952382
58520403968.0,8680.952380952382
59574403840.0,8680.952380952382
60635404032.0,4346.875
61676403712.0,4346.875
62717403904.0,4346.875
63756403712.0,4346.875
64802403840.0,4346.875
65843403776.0,4346.875
66885403904.0,4346.875
67926403840.0,4346.875
68967404032.0,4346.875
70009403648.0,4346.875
71050403840.0,4458.108108108108
72091403776.0,4458.108108108108
73132403968.0,4458.108108108108
74174403840.0,4458.108108108108
75215403776.0,4458.108108108108
76255403776.0,4458.108108108108
77297403904.0,4458.108108108108
78336403968.0,4458.108108108108
