Time,Latency
84860416.0,4383.540372670808
1154860288.0,4383.540372670808
2195860480.0,4383.540372670808
3237860352.0,4383.540372670808
4277860352.0,4383.540372670808
5318860288.0,4383.540372670808
6358860288.0,4383.540372670808
7399860480.0,4383.540372670808
8439860480.0,4383.540372670808
9485860352.0,4494.97487437186
10526860288.0,4494.97487437186
11566860544.0,4494.97487437186
12606860544.0,4494.97487437186
13647860224.0,4494.97487437186
14688860416.0,4494.97487437186
15728860416.0,4494.97487437186
16769860352.0,4494.97487437186
17811860224.0,4494.97487437186
18851860224.0,3953.125000000001
19891860224.0,3953.125000000001
20938860544.0,3953.125000000001
21979860224.0,3953.125000000001
23020860416.0,3953.125000000001
24061860352.0,3953.125000000001
25101860352.0,3953.125000000001
26143860480.0,3953.125000000001
27184860160.0,3953.125000000001
28226860288.0,3953.125000000001
29267860480.0,4281.578947368421
30313860352.0,4281.578947368421
31355860224.0,4281.578947368421
32395860480.0,4281.578947368421
33438860544.0,4281.578947368421
34480860160.0,4281.578947368421
35519860224.0,4281.578947368421
36561860352.0,4281.578947368421
37601860352.0,4281.578947368421
38643860480.0,4281.578947368421
39685860352.0,9500.0
40729860352.0,9500.0
41770860544.0,9500.0
42812860160.0,9500.0
43854860288.0,9500.0
44896860416.0,9500.0
45937860352.0,9500.0
46978860288.0,9500.0
48020860416.0,9500.0
49061860352.0,9500.0
50103860480.0,9210.526315789473
51144860160.0,9210.526315789473
52187860224.0,9210.526315789473
53228860416.0,9210.526315789473
54269860352.0,9210.526315789473
55310860288.0,9210.526315789473
56352860416.0,9210.526315789473
57393860352.0,9210.526315789473
58436860416.0,9210.526315789473
59477860352.0,4869.281045751634
60519860224.0,4869.281045751634
61564860416.0,4869.281045751634
62605860352.0,4869.281045751634
63644860160.0,4869.281045751634
64685860352.0,4869.281045751634
65727860480.0,4869.281045751634
66770860544.0,4869.281045751634
67811860224.0,4869.281045751634
68851860224.0,4262.68115942029
69894860288.0,4262.68115942029
70936860416.0,4262.68115942029
71977860352.0,4262.68115942029
73020860416.0,4262.68115942029
74059860224.0,4262.68115942029
75100860416.0,4262.68115942029
76141860352.0,4262.68115942029
77204860416.0,4262.68115942029
