Time,Latency
82727680.0,3937.5
1124727808.0,3937.5
2165727744.0,3937.5
3205727744.0,3937.5
4246727680.0,3937.5
5287727872.0,3937.5
6328727808.0,3937.5
7369727744.0,4234.265734265735
8410727680.0,4234.265734265735
9451727616.0,4234.265734265735
10492727808.0,4234.265734265735
11533727744.0,4234.265734265735
12574727680.0,4234.265734265735
13615727616.0,4234.265734265735
14655727616.0,4234.265734265735
15696727808.0,4234.265734265735
16737727744.0,4234.265734265735
17776727808.0,4237.931034482759
18817727744.0,4237.931034482759
19856727808.0,4237.931034482759
20897727744.0,4237.931034482759
21937727744.0,4237.931034482759
22977727744.0,4237.931034482759
24019727616.0,4237.931034482759
25062727680.0,4237.931034482759
26104727808.0,4237.931034482759
27145727744.0,4349.315068493152
28186727680.0,4349.315068493152
29226727680.0,4349.315068493152
30273727744.0,4349.315068493152
31315727616.0,4349.315068493152
32355727616.0,4349.315068493152
33394727680.0,4349.315068493152
34473727744.0,4349.315068493152
35514727936.0,4349.315068493152
36553727744.0,4349.315068493152
37594727680.0,9405.0
38633727744.0,9405.0
39673727744.0,9405.0
40714727680.0,9405.0
41755727872.0,9405.0
42795727872.0,9405.0
43836727552.0,9405.0
44877727744.0,9405.0
45917727744.0,9405.0
46957727744.0,9500.0
47998727936.0,9500.0
49038727680.0,9500.0
50078727680.0,9500.0
51117727744.0,9500.0
52157727744.0,9500.0
53198727680.0,9500.0
54237727744.0,9500.0
55277727744.0,9500.0
56318727680.0,9500.0
57359727616.0,4360.074626865671
58400727808.0,4360.074626865671
59440727808.0,4360.074626865671
60480727808.0,4360.074626865671
61520727552.0,4360.074626865671
62560727808.0,4360.074626865671
63600727808.0,4360.074626865671
64640727808.0,4360.074626865671
65680727808.0,4360.074626865671
66720727808.0,4031.818181818182
67760727552.0,4031.818181818182
68801727744.0,4031.818181818182
69841727744.0,4031.818181818182
70881727744.0,4031.818181818182
71921727744.0,4031.818181818182
72961727744.0,4031.818181818182
74030727680.0,4031.818181818182
75074727680.0,4031.818181818182
76115727616.0,4031.818181818182
77155727616.0,4027.7777777777787
78195727872.0,4027.7777777777787
