Time,Latency
75780608.0,4225.0
1117780480.0,4225.0
2160780288.0,4225.0
3204780544.0,4225.0
4244780544.0,4225.0
5285780480.0,4225.0
6325780480.0,4225.0
7366780416.0,4225.0
8407780608.0,4305.0
9448780544.0,4305.0
10489780480.0,4305.0
11530780416.0,4305.0
12570780416.0,4305.0
13611780608.0,4305.0
14658780416.0,4305.0
15702780416.0,4305.0
16749780480.0,4305.0
17792780544.0,4305.0
18832780544.0,3997.685185185185
19873780480.0,3997.685185185185
20914780672.0,3997.685185185185
21955780352.0,3997.685185185185
22997780480.0,3997.685185185185
24037780480.0,3997.685185185185
25079780608.0,3997.685185185185
26123780352.0,3997.685185185185
27164780544.0,3997.685185185185
28205780480.0,4314.3564356435645
29246780672.0,4314.3564356435645
30286780672.0,4314.3564356435645
31327780352.0,4314.3564356435645
32368780544.0,4314.3564356435645
33410780416.0,4314.3564356435645
34452780544.0,4314.3564356435645
35497780480.0,4314.3564356435645
36538780416.0,4314.3564356435645
37584780288.0,4314.3564356435645
38626780416.0,9500.0
39667780608.0,9500.0
40708780544.0,9500.0
41750780416.0,9500.0
42791780352.0,9500.0
43833780480.0,9500.0
44875780608.0,9500.0
45916780544.0,9500.0
46958780416.0,9500.0
48001780480.0,8712.264150943396
49043780608.0,8712.264150943396
50084780288.0,8712.264150943396
51128780544.0,8712.264150943396
52170780416.0,8712.264150943396
53212780544.0,8712.264150943396
54254780416.0,8712.264150943396
55295780352.0,8712.264150943396
56337780480.0,8712.264150943396
57378780672.0,8712.264150943396
58422780416.0,4173.2283464566935
59464780544.0,4173.2283464566935
60504780544.0,4173.2283464566935
61546780416.0,4173.2283464566935
62592780544.0,4173.2283464566935
63634780672.0,4173.2283464566935
64674780672.0,4173.2283464566935
65715780352.0,4173.2283464566935
66762780416.0,4173.2283464566935
67803780608.0,4173.2283464566935
68843780352.0,4176.691729323309
69883780352.0,4176.691729323309
70922780416.0,4176.691729323309
71963780608.0,4176.691729323309
73003780608.0,4176.691729323309
74044780544.0,4176.691729323309
75085780480.0,4176.691729323309
76128780544.0,4176.691729323309
77168780544.0,4176.691729323309
