Time,Latency
75765760.0,4169.172932330827
1118765824.0,4169.172932330827
2157765888.0,4169.172932330827
3198765824.0,4169.172932330827
4238765568.0,4169.172932330827
5279765760.0,4169.172932330827
6320765696.0,4169.172932330827
7362765824.0,4169.172932330827
8402765824.0,4169.172932330827
9444765696.0,4169.172932330827
10485765632.0,3964.2857142857138
11526765824.0,3964.2857142857138
12567765760.0,3964.2857142857138
13608765696.0,3964.2857142857138
14649765632.0,3964.2857142857138
15691765760.0,3964.2857142857138
16732765696.0,3964.2857142857138
17780765696.0,3964.2857142857138
18820765696.0,3964.2857142857138
19863765760.0,3964.2857142857138
20905765632.0,4169.291338582678
21949765632.0,4169.291338582678
22990765824.0,4169.291338582678
24032765952.0,4169.291338582678
25073765632.0,4169.291338582678
26114765824.0,4169.291338582678
27160765952.0,4169.291338582678
28201765632.0,4169.291338582678
29257765632.0,4169.291338582678
30310765824.0,8211.864406779663
31352765696.0,8211.864406779663
32395765760.0,8211.864406779663
33436765696.0,8211.864406779663
34478765824.0,8211.864406779663
35534765568.0,8211.864406779663
36575765760.0,8211.864406779663
37616765696.0,8211.864406779663
38657765888.0,8211.864406779663
39696765952.0,8211.864406779663
40741765632.0,9500.0
41783765760.0,9500.0
42827765760.0,9500.0
43868765696.0,9500.0
44910765824.0,9500.0
45950765824.0,9500.0
46990765824.0,9500.0
48030765824.0,9500.0
49110765568.0,9500.0
50151765760.0,8262.626262626263
51193765888.0,8262.626262626263
52234765824.0,8262.626262626263
53276765696.0,8262.626262626263
54317765632.0,8262.626262626263
55356765696.0,8262.626262626263
56396765696.0,8262.626262626263
57437765888.0,8262.626262626263
58477765888.0,8262.626262626263
59518765568.0,8262.626262626263
60558765824.0,4065.9090909090914
61597765632.0,4065.9090909090914
62637765888.0,4065.9090909090914
63676765696.0,4065.9090909090914
64717765888.0,4065.9090909090914
65761765632.0,4065.9090909090914
66804765696.0,4065.9090909090914
67844765952.0,4065.9090909090914
68886765568.0,4065.9090909090914
69927765760.0,4065.9090909090914
70968765696.0,4387.283236994219
72009765888.0,4387.283236994219
73050765824.0,4387.283236994219
74090765568.0,4387.283236994219
75132765696.0,4387.283236994219
76173765888.0,4387.283236994219
77217765888.0,4387.283236994219
