Time,Latency
85536512.0,4343.103448275862
1127536640.0,4343.103448275862
2167536640.0,4343.103448275862
3208536576.0,4343.103448275862
4247536640.0,4343.103448275862
5290536448.0,4371.913580246914
6335536640.0,4371.913580246914
7380536576.0,4371.913580246914
8419536384.0,4371.913580246914
9459536384.0,4371.913580246914
10500536576.0,4371.913580246914
11541536512.0,4371.913580246914
12581536768.0,4371.913580246914
13630536448.0,4371.913580246914
14682536448.0,4311.188811188811
15724536576.0,4311.188811188811
16766536704.0,4311.188811188811
17808536576.0,4311.188811188811
18857536512.0,4311.188811188811
19897536768.0,4311.188811188811
20938536448.0,4311.188811188811
21978536448.0,4311.188811188811
23018536448.0,4311.188811188811
24059536640.0,4311.188811188811
25099536640.0,4473.214285714285
26139536640.0,4473.214285714285
27178536448.0,4473.214285714285
28218536448.0,4473.214285714285
29258536448.0,4473.214285714285
30298536704.0,4473.214285714285
31337536512.0,4473.214285714285
32377536768.0,4473.214285714285
33419536384.0,4473.214285714285
34461536512.0,9440.0
35501536512.0,9440.0
36543536640.0,9440.0
37583536640.0,9440.0
38624536576.0,9440.0
39666536448.0,9440.0
40707536640.0,9440.0
41748536576.0,9440.0
42789536512.0,9440.0
43829536512.0,9440.0
44870536448.0,9469.69696969697
45911536640.0,9469.69696969697
46952536576.0,9469.69696969697
47993536512.0,9469.69696969697
49035536640.0,9469.69696969697
50076536576.0,9469.69696969697
51121536512.0,9469.69696969697
52161536512.0,9469.69696969697
53202536448.0,9469.69696969697
54257536512.0,9469.69696969697
55298536704.0,4449.664429530201
56342536704.0,4449.664429530201
57389536512.0,4449.664429530201
58430536704.0,4449.664429530201
59474536448.0,4449.664429530201
60549536512.0,4449.664429530201
61596536576.0,4449.664429530201
62637536768.0,4449.664429530201
63695536640.0,4449.664429530201
64735536384.0,4449.664429530201
65775536640.0,4273.214285714286
66815536640.0,4273.214285714286
67856536576.0,4273.214285714286
68901536512.0,4273.214285714286
69942536448.0,4273.214285714286
70982536448.0,4273.214285714286
72022536704.0,4273.214285714286
73062536704.0,4273.214285714286
74102536704.0,4273.214285714286
75142536448.0,4369.496855345912
76181536512.0,4369.496855345912
77222536448.0,4369.496855345912
78263536640.0,4369.496855345912
